id,organization_id,url,type,species,breeds_primary,breeds_secondary,breeds_mixed,breeds_unknown,colors_primary,colors_secondary,colors_tertiary,age,gender,size,coat,spayed_neutered,house_trained,declawed,special_needs,shots_current,environment_children,environment_dogs,environment_cats,tag1,tag2,tag3,tag4,tag5,name,description,photos_small,photos_medium,photos_large,photos_full,status,published_at,contact_email,contact_phone,contact_address1,contact_address2,contact_address_city,contact_address_state,contact_address_postcode,country,links
44247447,GA50,https://www.petfinder.com/dog/trigger-44247447/ga/marietta/friends-of-shelter-animals-for-cobb-county-ga50/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,null,FALSE,FALSE,Black,White / Cream,null,Young,Male,Medium,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,TRIGGER,"Meet TRIGGER! Trigger is a really beautiful boy in person and so sweet. Trigger has already been taught to sit,...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247447/1/?bust=1552767329&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247447/1/?bust=1552767329&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247447/1/?bust=1552767329&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247447/1/?bust=1552767329,adopted,2019-03-16T20:20:02+0000,ckersey533@aol.com,null,1060 Al Bishop Drive,null,Marietta,GA,30008,US,/v2/animals/44247447
44247444,NC249,https://www.petfinder.com/dog/brandi-44247444/nc/wilkesboro/humane-society-of-wilkes-nc249/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Australian Shepherd,Brittany Spaniel,TRUE,FALSE,Red / Chestnut / Orange,null,null,Adult,Female,Large,Medium,TRUE,TRUE,null,FALSE,TRUE,TRUE,FALSE,null,,,,,,Brandi,**** This is a courtesy listing. The Humane Society of Wilkes is not responsible for the health or temperament of...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247444/1/?bust=1552767289&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247444/1/?bust=1552767289&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247444/1/?bust=1552767289&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247444/1/?bust=1552767289,adopted,2019-03-16T20:19:33+0000,maryhsow@gmail.com,null,null,null,Wilkesboro,NC,28697,US,/v2/animals/44247444
44247434,UT177,https://www.petfinder.com/dog/kady-44247434/ut/st-george/rsq-dogs-ut177/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,German Shepherd Dog,Australian Cattle Dog / Blue Heeler,TRUE,FALSE,Bicolor,Black,Golden,Baby,Female,Medium,Short,TRUE,FALSE,null,FALSE,TRUE,null,TRUE,null,,,,,,Kady,"When Kady was surrendered to us, her family was calling her Shiver because she always shook; now she's in a...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247434/2/?bust=1553397071&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247434/2/?bust=1553397071&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247434/2/?bust=1553397071&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247434/2/?bust=1553397071,adopted,2019-03-16T20:17:32+0000,rsqdogsutah@gmail.com,(800) 897-1136,null,null,St. George,UT,84790,US,/v2/animals/44247434
44247445,TX1409,https://www.petfinder.com/dog/gandalf-44247445/tx/beaumont/beaumont-animal-care-tx1409/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Australian Cattle Dog / Blue Heeler,null,TRUE,FALSE,Red / Chestnut / Orange,White / Cream,null,Young,Male,Large,Short,FALSE,FALSE,null,FALSE,FALSE,null,TRUE,null,,,,,,Gandalf,"Hello! My name is Gandalf #36462 because I am one magical boy! I was picked up as a stray, but...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247445/1/?bust=1552767253&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247445/1/?bust=1552767253&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247445/1/?bust=1552767253&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247445/1/?bust=1552767253,adoptable,2019-03-16T20:16:17+0000,animal.care@beaumonttexas.gov,(409) 838-3304,1884 Pine Street,null,Beaumont,TX,77703,US,/v2/animals/44247445
44247440,OH743,https://www.petfinder.com/dog/hootie-44247440/oh/liberty-center/heritage-farms-rescue-oh743/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,Poodle,TRUE,FALSE,Yellow / Tan / Blond / Fawn,null,null,Baby,Male,Medium,Curly,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Hootie,Hootie is a 9mth old male Labradoodle. He was surrendered to us from a breeding kennel. He currently weighs about...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247440/1/?bust=1552767131&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247440/1/?bust=1552767131&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247440/1/?bust=1552767131&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247440/1/?bust=1552767131,adopted,2019-03-16T20:13:53+0000,heritagefarms08@gmail.com,419-591-6621    ,P.O. Box 402,null,Liberty Center,OH,43532,US,/v2/animals/44247440
44247443,WI42,https://www.petfinder.com/dog/sonja-lily-44247443/wi/friendship/adams-county-humane-society-wi42/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,TRUE,FALSE,Black,White / Cream,null,Adult,Female,Medium,Short,TRUE,TRUE,null,FALSE,TRUE,null,TRUE,null,,,,,,Sonja Lily,"Hello, my name is Sonja Lily and I arrived on 3/14/19 from another facility. I am a spayed female pitty...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247443/2/?bust=1552767206&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247443/2/?bust=1552767206&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247443/2/?bust=1552767206&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247443/2/?bust=1552767206,adoptable,2019-03-16T20:13:50+0000,achs@adamscountyhumanesociety.org,608-339-6700   ,1982 11th Avenue,PO Box 375,Friendship,WI,53934,US,/v2/animals/44247443
44247441,TX1409,https://www.petfinder.com/dog/igor-44247441/tx/beaumont/beaumont-animal-care-tx1409/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,FALSE,FALSE,Gray / Blue / Silver,White / Cream,null,Young,Male,Large,Short,FALSE,FALSE,null,FALSE,FALSE,null,TRUE,null,,,,,,Igor,Hi there! My name is Igor #36429 and I am in the market for a new family! I am a...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247441/1/?bust=1552767084&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247441/1/?bust=1552767084&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247441/1/?bust=1552767084&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247441/1/?bust=1552767084,adopted,2019-03-16T20:12:03+0000,animal.care@beaumonttexas.gov,(409) 838-3304,1884 Pine Street,null,Beaumont,TX,77703,US,/v2/animals/44247441
44247438,TX1409,https://www.petfinder.com/dog/luca-44247438/tx/beaumont/beaumont-animal-care-tx1409/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Border Collie,Collie,TRUE,FALSE,Black,White / Cream,null,Young,Male,Medium,Short,FALSE,FALSE,null,FALSE,FALSE,null,TRUE,null,,,,,,Luca,"Hi everyone! My name is Luca #36412! I am very shy when I first meet someone, so I tend to...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247438/1/?bust=1552766978&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247438/1/?bust=1552766978&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247438/1/?bust=1552766978&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247438/1/?bust=1552766978,adopted,2019-03-16T20:10:19+0000,animal.care@beaumonttexas.gov,(409) 838-3304,1884 Pine Street,null,Beaumont,TX,77703,US,/v2/animals/44247438
44247427,WI42,https://www.petfinder.com/dog/alice-44247427/wi/friendship/adams-county-humane-society-wi42/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Mixed Breed,null,FALSE,FALSE,White / Cream,Yellow / Tan / Blond / Fawn,null,Adult,Female,Large,Short,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Alice,"Hello, my name is Alice and I arrived on 3/14/19 from another facility. I am a spayed female mixed breed....",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247427/1/?bust=1552766962&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247427/1/?bust=1552766962&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247427/1/?bust=1552766962&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247427/1/?bust=1552766962,adopted,2019-03-16T20:09:41+0000,achs@adamscountyhumanesociety.org,608-339-6700   ,1982 11th Avenue,PO Box 375,Friendship,WI,53934,US,/v2/animals/44247427
44247435,OH743,https://www.petfinder.com/dog/cece-44247435/oh/liberty-center/heritage-farms-rescue-oh743/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,Poodle,TRUE,FALSE,Black,null,null,Baby,Female,Medium,Curly,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Cece,Cece is a 9mth old female Labradoodle. She was surrendered to us from a breeding kennel. She currently weighs about...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247435/1/?bust=1552766863&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247435/1/?bust=1552766863&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247435/1/?bust=1552766863&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247435/1/?bust=1552766863,adopted,2019-03-16T20:09:35+0000,heritagefarms08@gmail.com,419-591-6621    ,P.O. Box 402,null,Liberty Center,OH,43532,US,/v2/animals/44247435
44247406,AZ531,https://www.petfinder.com/dog/fran-44247406/az/phoenix/lulubelle-animal-rescue-az531/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Australian Cattle Dog / Blue Heeler,null,FALSE,FALSE,White / Cream,Yellow / Tan / Blond / Fawn,null,Adult,Female,Medium,Short,TRUE,TRUE,null,FALSE,TRUE,null,TRUE,null,,,,,,Fran,"Leash trained,  crate trained, housebroken and loves to hike... Fran is pretty FRANtastic!! She is a female Cattle Dog mix....",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247406/1/?bust=1552766192&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247406/1/?bust=1552766192&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247406/1/?bust=1552766192&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247406/1/?bust=1552766192,adoptable,2019-03-16T20:07:29+0000,taren@adoptadogrescue.net,(480) 718-1312,null,null,Phoenix,AZ,85022,US,/v2/animals/44247406
44247431,TX1409,https://www.petfinder.com/dog/murray-44247431/tx/beaumont/beaumont-animal-care-tx1409/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Black Mouth Cur,null,FALSE,FALSE,Black,Red / Chestnut / Orange,null,Baby,Male,Large,Short,FALSE,FALSE,null,FALSE,FALSE,null,TRUE,null,,,,,,Murray,Hello! I'm Murray #36340 and I am one of the sweetest boys here! I walk great on a leash so...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247431/1/?bust=1552766813&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247431/1/?bust=1552766813&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247431/1/?bust=1552766813&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247431/1/?bust=1552766813,adoptable,2019-03-16T20:07:28+0000,animal.care@beaumonttexas.gov,(409) 838-3304,1884 Pine Street,null,Beaumont,TX,77703,US,/v2/animals/44247431
44247385,VA601,https://www.petfinder.com/dog/diana-44247385/va/sandston/capital-area-rescue-effort-va601/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chihuahua,null,FALSE,FALSE,Red / Chestnut / Orange,null,null,Adult,Female,Small,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Diana,PLEASE VISIT OUR WEBSITE BEFORE CONTACTING US AS IT WILL ANSWER MANY OF YOUR BASIC QUESTIONS ABOUT ADOPTING FROM OUR...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247385/1/?bust=1552765723&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247385/1/?bust=1552765723&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247385/1/?bust=1552765723&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247385/1/?bust=1552765723,adoptable,2019-03-16T20:07:05+0000,carerescue@aol.com,804-867-5309,null,null,Sandston,VA,23150,US,/v2/animals/44247385
44247430,MO134,https://www.petfinder.com/dog/sigg-44247430/mo/columbia/second-chance-mo134/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Mastiff,null,FALSE,FALSE,Brindle,null,null,Adult,Male,Extra Large,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Sigg,"Hi, my name is Sigg and I’m a big lug of hunka hunka burning love, though, some may compare me...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247430/1/?bust=1552786767&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247430/1/?bust=1552786767&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247430/1/?bust=1552786767&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247430/1/?bust=1552786767,adopted,2019-03-16T20:06:57+0000,info@columbia2ndchance.org,660-882-5050,P.O. Box 10186,null,Columbia,MO,65205,US,/v2/animals/44247430
44247426,TX1409,https://www.petfinder.com/dog/katniss-44247426/tx/beaumont/beaumont-animal-care-tx1409/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Black Mouth Cur,null,FALSE,FALSE,Red / Chestnut / Orange,null,null,Adult,Female,Medium,Short,FALSE,FALSE,null,FALSE,FALSE,null,TRUE,null,,,,,,Katniss,Hi! My name is Katniss #36537 and I am a very curious girl! I heard someone say that I have...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247426/1/?bust=1552766639&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247426/1/?bust=1552766639&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247426/1/?bust=1552766639&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247426/1/?bust=1552766639,adoptable,2019-03-16T20:04:55+0000,animal.care@beaumonttexas.gov,(409) 838-3304,1884 Pine Street,null,Beaumont,TX,77703,US,/v2/animals/44247426
44247422,OH743,https://www.petfinder.com/dog/bryce-44247422/oh/liberty-center/heritage-farms-rescue-oh743/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,Poodle,TRUE,FALSE,Black,null,null,Baby,Male,Medium,Curly,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Bryce,Bryce is a 9mth old male Labradoodle. He was surrendered to us from a breeding kennel. He currently weighes about...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247422/1/?bust=1552766502&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247422/1/?bust=1552766502&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247422/1/?bust=1552766502&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247422/1/?bust=1552766502,adopted,2019-03-16T20:04:44+0000,heritagefarms08@gmail.com,419-591-6621    ,P.O. Box 402,null,Liberty Center,OH,43532,US,/v2/animals/44247422
42976183,FL185,https://www.petfinder.com/dog/june-42976183/fl/clearwater/humane-society-of-pinellas-fl185/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Hound,Labrador Retriever,TRUE,FALSE,Black,White / Cream,null,Baby,Female,Medium,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,June,This puppy sure is cute! But puppies are a lot of work - many are not housebroken and require a...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976183/1/?bust=1539192229&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976183/1/?bust=1539192229&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976183/1/?bust=1539192229&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976183/1/?bust=1539192229,adopted,2018-10-10T17:22:17+0000,adoptions@humanepinellas.org,(727) 797-7722,3040 State Road 590,null,Clearwater,FL,33759,US,/v2/animals/42976183
42976184,MA513,https://www.petfinder.com/dog/mushball-marley-42976184/nh/charlestown/paws4survival-rescue-inc-ma513/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chihuahua,Terrier,TRUE,FALSE,Golden,Yellow / Tan / Blond / Fawn,null,Young,Male,Small,null,TRUE,FALSE,null,FALSE,TRUE,null,TRUE,null,,,,,,Mushball Marley,"Hi! My name is Mushball Marley and I am looking for a loving, forever home.  I was rescued from the...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976184/1/?bust=1539192104&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976184/1/?bust=1539192104&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976184/1/?bust=1539192104&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976184/1/?bust=1539192104,adopted,2018-10-10T17:22:12+0000,Paws4Survival@gmail.com,null,null,null,Charlestown,NH,3603,US,/v2/animals/42976184
42976180,MA432,https://www.petfinder.com/dog/lucky-charm-42976180/ma/dedham/shultzs-guest-house-ma432/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Rottweiler,null,TRUE,FALSE,Red / Chestnut / Orange,null,null,Baby,Female,Medium,Medium,FALSE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Lucky Charm,"Say hello to Lucky Charm, a little girl who is as sweet and playful as can be. She and her...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976180/1/?bust=1539192073&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976180/1/?bust=1539192073&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976180/1/?bust=1539192073&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976180/1/?bust=1539192073,adopted,2018-10-10T17:22:09+0000,adopt@sghrescue.org,null,null,null,Dedham,MA,2026,US,/v2/animals/42976180
42976146,SC39,https://www.petfinder.com/dog/mercy-42976146/sc/north-myrtle-beach/the-humane-society-of-north-myrtle-beach-inc-sc39/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Treeing Walker Coonhound,null,TRUE,FALSE,"Tricolor (Brown, Black, & White)",null,null,Adult,Female,Large,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Mercy,"Oh have Mercy, you might have just met an angel.... Mercy is as sweet as can be, almost like she...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976146/1/?bust=1539191907&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976146/1/?bust=1539191907&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976146/1/?bust=1539191907&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976146/1/?bust=1539191907,adopted,2018-10-10T17:21:32+0000,manager@hsnmb.org,843-249-4948,P.O. Box 3369,409 Bay St.,North Myrtle Beach,SC,29582,US,/v2/animals/42976146
42976178,MA513,https://www.petfinder.com/dog/mushball-marley-42976178/ct/west-simsbury/paws4survival-rescue-inc-ma513/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chihuahua,Terrier,TRUE,FALSE,Golden,Yellow / Tan / Blond / Fawn,null,Young,Male,Small,null,TRUE,FALSE,null,FALSE,TRUE,null,TRUE,null,,,,,,Mushball Marley,"Hi! My name is Mushball Marley and I am looking for a loving, forever home.  I was rescued from the...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976178/1/?bust=1539192032&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976178/1/?bust=1539192032&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976178/1/?bust=1539192032&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976178/1/?bust=1539192032,adopted,2018-10-10T17:21:01+0000,Paws4Survival@gmail.com,null,null,null,West Simsbury,CT,6092,US,/v2/animals/42976178
42976173,MA432,https://www.petfinder.com/dog/cheerio-42976173/ma/dedham/shultzs-guest-house-ma432/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Rottweiler,null,TRUE,FALSE,Red / Chestnut / Orange,null,null,Baby,Female,Medium,Medium,FALSE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Cheerio,"Cheerio is an adorable girl full of life and playfulness. Along with her sisters, she is looking for a home...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976173/1/?bust=1539191978&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976173/1/?bust=1539191978&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976173/1/?bust=1539191978&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976173/1/?bust=1539191978,adopted,2018-10-10T17:20:31+0000,adopt@sghrescue.org,null,null,null,Dedham,MA,2026,US,/v2/animals/42976173
42976172,FL185,https://www.petfinder.com/dog/little-bit-42976172/fl/clearwater/humane-society-of-pinellas-fl185/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chihuahua,null,TRUE,FALSE,Black,Yellow / Tan / Blond / Fawn,null,Adult,Male,Small,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Little Bit,"Meet Little Bit! This handsome man came to HSP from another shelter in need of space. Since arriving at HSP,...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976172/1/?bust=1539192194&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976172/1/?bust=1539192194&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976172/1/?bust=1539192194&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976172/1/?bust=1539192194,adopted,2018-10-10T17:20:19+0000,adoptions@humanepinellas.org,(727) 797-7722,3040 State Road 590,null,Clearwater,FL,33759,US,/v2/animals/42976172
42976154,OH907,https://www.petfinder.com/dog/ritz-cracker-42976154/oh/ross/tails-of-hope-animal-rescue-oh907/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Spaniel,Terrier,TRUE,FALSE,Black,White / Cream,null,Young,Female,Medium,Short,TRUE,FALSE,null,FALSE,TRUE,null,TRUE,null,,,,,,Ritz Cracker,20# as of 10/4/18 and 1 year old\n\n\nYou can like us on facebook at http://www.facebook.com/tailsofhopeohio and you can fill...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976154/5/?bust=1545247029&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976154/5/?bust=1545247029&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976154/5/?bust=1545247029&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976154/5/?bust=1545247029,adopted,2018-10-10T17:19:56+0000,tailsofhope@live.com,null,P.O. Box 182,null,Ross,OH,45061,US,/v2/animals/42976154
42976151,MA513,https://www.petfinder.com/dog/mushball-marley-42976151/ma/randolph/paws4survival-rescue-inc-ma513/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chihuahua,Terrier,TRUE,FALSE,Golden,Yellow / Tan / Blond / Fawn,null,Young,Male,Small,null,TRUE,FALSE,null,FALSE,TRUE,null,TRUE,null,,,,,,Mushball Marley,"Hi! My name is Mushball Marley and I am looking for a loving, forever home.  I was rescued from the...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976151/1/?bust=1539191772&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976151/1/?bust=1539191772&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976151/1/?bust=1539191772&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976151/1/?bust=1539191772,adopted,2018-10-10T17:19:52+0000,Paws4Survival@gmail.com,null,null,null,Randolph,MA,2368,US,/v2/animals/42976151
42976160,MA432,https://www.petfinder.com/dog/fruit-loop-42976160/ma/dedham/shultzs-guest-house-ma432/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Rottweiler,null,TRUE,FALSE,Red / Chestnut / Orange,null,null,Baby,Female,Medium,Medium,FALSE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Fruit Loop,"Fruit Loop is one of a little of sisters who is sure to grab your heart. Sweet and playful, she...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976160/1/?bust=1539191890&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976160/1/?bust=1539191890&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976160/1/?bust=1539191890&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976160/1/?bust=1539191890,adopted,2018-10-10T17:18:51+0000,adopt@sghrescue.org,null,null,null,Dedham,MA,2026,US,/v2/animals/42976160
42976141,NY61,https://www.petfinder.com/dog/polly-42976141/ny/corinth/adirondack-save-a-stray-ny61/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,null,TRUE,FALSE,Black,null,null,Baby,Female,Medium,Short,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Polly,"POLLY: In the words of Polly’s foster Mom, “This little gal is pure happiness!” Polly is the biggest sweetheart! She...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976141/1/?bust=1539191887&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976141/1/?bust=1539191887&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976141/1/?bust=1539191887&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42976141/1/?bust=1539191887,adopted,2018-10-10T17:18:41+0000,adirondacksaveastray@yahoo.com,(518) 654-6220,4880 Route 9N,null,Corinth,NY,12822,US,/v2/animals/42976141
